ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
266773_at	0.9654	0.90270512	-0.1292	-6.803909	-0.0180401	AT2G29040	Exostosin family protein
251788_at	0.9655	0.9027723	-0.12911	-6.803923	-0.0333592	AT3G55420	hypothetical protein
260934_at	0.9655	0.90282148	-0.129045	-6.803933	-0.0193502	AT1G45100	RNA recognition motif-containing protein
247630_at	0.9655	0.90295505	0.128866	-6.803961	0.0178636	SIZ1	E3 SUMO-protein ligase SIZ1
260334_at	0.9655	0.90297488	-0.12884	-6.803965	-0.0153801	KNAT2	homeobox protein knotted-1-like 2
247375_at	0.9655	0.90298377	-0.128828	-6.803967	-0.0145922	AT5G63135	hypothetical protein
255015_at	0.9655	0.90304224	0.12875	-6.803979	0.0349872	EMB1691	methyltransferase-like protein 1
259313_at	0.9656	0.90316101	0.128591	-6.804004	0.0155044	LRS1	protein lateral root stimulator 1
261405_at	0.9656	0.9031868	0.128556	-6.804009	0.0472968	AT1G18740	hypothetical protein
257965_at	0.9656	0.90327042	-0.128444	-6.804026	-0.0177709	AT3G19900	hypothetical protein
244956_s_at	0.9656	0.90332038	0.128378	-6.804036	0.0165529	ArthMp029	hypothetical protein
256993_at	0.9657	0.903486	0.128156	-6.804071	0.0249316	AT3G28670	oxidoreductase, zinc-binding dehydrogenase family protein
251897_at	0.9657	0.9034963	0.128143	-6.804073	0.0258208	AT3G54360	zinc ion binding protein
257423_at	0.9657	0.9035529	0.128067	-6.804084	0.0270452	AT1G62010	mitochondrial transcription termination factor family protein
248611_at	0.9657	0.90356951	0.128045	-6.804088	0.0663356	WRKY48	putative WRKY transcription factor 48
264636_at	0.9657	0.90361338	0.127986	-6.804097	0.060953	AT1G65490	hypothetical protein
262867_at	0.9657	0.90362183	0.127975	-6.804098	0.0211021	AT1G64960	protein HYPERSENSITIVE TO EXCESS BORON 1
260977_at	0.9657	0.90367455	0.127904	-6.804109	0.0157722	AT1G53420	leucine-rich repeat transmembrane protein kinase
263278_at	0.9657	0.90368444	0.127891	-6.804111	0.0227622	DRP3B	dynamin-related protein 3B
249218_at	0.9658	0.90389002	-0.127616	-6.804153	-0.0330693	AT5G42390	Insulinase (peptidase family M16) family protein
255337_at	0.9659	0.90394666	-0.127541	-6.804165	-0.0184584	WRKY42	putative WRKY transcription factor 42
266706_at	0.9659	0.9040651	0.127382	-6.804189	0.015419	AT2G03320	hypothetical protein
253296_at	0.9659	0.90408834	0.127351	-6.804194	0.0171701	AT4G33770	inositol-tetrakisphosphate 1-kinase 3
244902_at	0.9659	0.90409933	0.127337	-6.804196	0.0150294	nad4L	NADH dehydrogenase subunit 4L
249747_at	0.9661	0.90432635	0.127033	-6.804243	0.0287489	AT5G24600	hypothetical protein
263331_at	0.9661	0.90435486	0.126995	-6.804248	0.0158144	AT2G15270	hypothetical protein
266766_at	0.9661	0.9043878	-0.126951	-6.804255	-0.0178816	PAP14	purple acid phosphatase 14
248348_at	0.9661	0.90448253	0.126824	-6.804274	0.0224428	AT5G52190	Sugar isomerase (SIS) family protein
254078_at	0.9661	0.9044886	0.126816	-6.804276	0.0198891	AT4G25710	Galactose oxidase/kelch repeat superfamily protein
256970_at	0.9661	0.90463337	-0.126623	-6.804305	-0.0168637	AT3G21090	ABC transporter G family member 15
252856_at	0.9661	0.90464079	0.126613	-6.804307	0.0296088	AT4G39690	hypothetical protein
263434_at	0.9661	0.90472099	0.126506	-6.804323	0.0142814	PRS	protein PRESSED FLOWER
249743_at	0.9661	0.90476492	0.126447	-6.804332	0.0148775	BGLU31	beta glucosidase 31
261336_at	0.9661	0.90478367	-0.126422	-6.804336	-0.031566	AT1G44790	ChaC-like family protein
254330_at	0.9661	0.90483994	0.126347	-6.804347	0.0229781	LBD32	LOB domain-containing protein 32
261520_at	0.9661	0.90485699	0.126324	-6.804351	0.0317822	SEC6	protein SEC6
264132_at	0.9661	0.90486802	0.126309	-6.804353	0.0155697	AT1G79100	putative arginine/serine-rich protein
248855_at	0.9662	0.90498259	-0.126156	-6.804376	-0.0177586	NAC096	NAC domain containing protein 96
249308_at	0.9662	0.90499598	0.126138	-6.804379	0.026433	AT5G41350	RING/U-box domain-containing protein
258539_at	0.9662	0.90504331	0.126075	-6.804388	0.0150718	AT3G06970	RNA recognition motif-containing protein
254650_at	0.9662	0.90508489	0.126019	-6.804397	0.0175468		
249829_at	0.9662	0.90517587	-0.125898	-6.804415	-0.0281895	PFD5	prefoldin subunit 5
252756_s_at	0.9662	0.90523888	0.125814	-6.804428	0.0154435	AT1G59406///AT1G59030///AT1G58725///RXW8///AT3G43570///AT3G43550	GDSL esterase/lipase///GDSL esterase/lipase///GDSL-like lipase/acylhydrolase domain-containing protein///protein RXW8///GDSL esterase/lipase///GDSL esterase/lipase
245683_at	0.9662	0.90529954	-0.125733	-6.80444	-0.0214293	UBP8	ubiquitin-specific protease 8
254221_at	0.9662	0.90536115	0.12565	-6.804452	0.0230969	AT4G23820	glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein
249766_at	0.9662	0.90539914	-0.125599	-6.80446	-0.0211096	AT5G24070	probable peroxidase 61
246269_at	0.9662	0.90540497	0.125592	-6.804461	0.0325568	AT4G37110	zinc-finger domain of monoamine-oxidase A repressor R1
252755_at	0.9662	0.90542613	-0.125563	-6.804466	-0.0165605	AT3G43530	pseudo
245580_at	0.9662	0.90550691	0.125455	-6.804482	0.0193117	AT4G14820	pentatricopeptide repeat-containing protein
245518_at	0.9662	0.90564378	0.125273	-6.804509	0.0377814	RH1	RNA helicase 1
247593_at	0.9662	0.90565319	0.12526	-6.804511	0.039546	GCN1	ABC transporter F family member 1
250856_at	0.9662	0.90566935	-0.125238	-6.804514	-0.0172858	AT5G04810	pentatricopeptide (PPR) repeat-containing protein
259946_at	0.9662	0.90570422	-0.125192	-6.804521	-0.0145288	AT1G71450	ethylene-responsive transcription factor ERF021
260066_at	0.9662	0.90571151	0.125182	-6.804523	0.0169064	AT1G73610	GDSL esterase/lipase
267287_at	0.9663	0.90581504	-0.125044	-6.804544	-0.0141399	sks16	protein SKU5 similar 16
267504_at	0.9663	0.90582026	-0.125037	-6.804545	-0.0154262	AT2G45530	RING/U-box domain-containing protein
251453_at	0.9664	0.90608413	-0.124684	-6.804598	-0.0224119	AT3G60070	major facilitator protein
249674_at	0.9664	0.906085	0.124683	-6.804598	0.0244133	AT5G35930	AMP-dependent synthetase and ligase family protein
261978_at	0.9664	0.90621991	-0.124503	-6.804625	-0.0145329	AT1G37060	pseudo
259353_at	0.9664	0.90628865	-0.124411	-6.804638	-0.0247922	AT3G05190	branched-chain-amino-acid aminotransferase-like protein 1
252904_at	0.9664	0.90629963	0.124396	-6.804641	0.0303739	EMB2453	pentatricopeptide repeat-containing protein
257645_at	0.9664	0.90634624	0.124334	-6.80465	0.0155849	AT3G25790	myb-like transcription factor family protein
261956_at	0.9664	0.90634773	0.124332	-6.80465	0.0195455	AT1G64590	NAD(P)-binding Rossmann-fold superfamily protein
249687_at	0.9664	0.90638341	0.124284	-6.804657	0.0165377	PEN3	tirucalladienol synthase
259556_at	0.9664	0.90646558	-0.124175	-6.804674	-0.0144787	AT1G21300	pseudo
246625_at	0.9664	0.90646629	-0.124174	-6.804674	-0.0186529	TBL7	protein trichome berefringence-like 7
249848_at	0.9664	0.90647814	0.124158	-6.804676	0.0178717	NIC3	nicotinamidase 3
266836_at	0.9664	0.90651448	0.124109	-6.804684	0.0199723	BRIZ2	RING domain containing protein BRIZ2
266203_at	0.9664	0.90652633	0.124093	-6.804686	0.0171375	PP2-B1	F-box protein PP2-B1
250707_at	0.9665	0.9065842	0.124016	-6.804697	0.0276029	MEE60	protein maternal effect embryo arrest 60
245067_at	0.9666	0.90679167	0.123739	-6.804739	0.0150153	RNS2	ribonuclease 2
257598_at	0.9666	0.90679754	0.123731	-6.80474	0.0234678	PRT1	E3 ubiquitin-protein ligase PRT1
266712_at	0.9667	0.90691857	0.123569	-6.804764	0.0174164	AT2G46750	D-arabinono-1,4-lactone oxidase-like protein
249401_at	0.9668	0.90708204	0.123351	-6.804796	0.0218598	AT5G40260	protein RUPTURED POLLEN GRAIN 1
267464_at	0.9669	0.90718206	-0.123218	-6.804816	-0.0169673	AT2G19150	putative pectinesterase 10
263143_at	0.967	0.90733186	-0.123017	-6.804846	-0.0164553	AT1G03100	pentatricopeptide repeat-containing protein
261301_at	0.967	0.90748193	-0.122817	-6.804875	-0.0368265	AT1G48570	zinc finger (Ran-binding) domain-containing protein
253064_at	0.967	0.90751084	-0.122778	-6.804881	-0.0151383	bZIP7	basic leucine-zipper 7
251059_at	0.967	0.90751985	0.122766	-6.804883	0.0821239	CIPK15	CBL-interacting serine/threonine-protein kinase 15
262166_at	0.967	0.90756894	0.122701	-6.804892	0.06639	AT1G74840	myb family transcription factor
267215_at	0.967	0.90760726	0.12265	-6.8049	0.01596	AT2G02630	cysteine/histidine-rich C1 domain-containing protein
255464_s_at	0.967	0.90761018	-0.122646	-6.8049	-0.0140281	AT7SL-1///AT4G03350	signal recognition particle///ubiquitin family protein EVE1
258077_at	0.967	0.90771678	0.122503	-6.804921	0.0151822	AT3G26110	anther-specific agp1-like protein
249976_at	0.967	0.90776945	0.122433	-6.804932	0.017445	SCL28	SC35-like splicing factor 28
252850_at	0.967	0.90779803	0.122395	-6.804937	0.0212496	AT4G39880	ribosomal protein L23/L15e family protein
259576_at	0.967	0.90780075	-0.122391	-6.804938	-0.0142366	AT1G35330	RING-H2 finger protein ATL34
254152_at	0.967	0.90787754	0.122289	-6.804953	0.0149827	AT4G24410	hypothetical protein
259370_at	0.967	0.90788327	-0.122281	-6.804954	-0.0138449	AT1G69050	hypothetical protein
245031_at	0.967	0.90794255	-0.122202	-6.804966	-0.0153965	AT2G26360	mitochondrial substrate carrier family protein
258725_at	0.9671	0.90805967	-0.122045	-6.804989	-0.0140906	AT3G09620	DEAD-box ATP-dependent RNA helicase 45
257118_at	0.9672	0.90817871	0.121886	-6.805012	0.014282	AT3G20180	putative copper transport protein
267484_at	0.9672	0.90821651	0.121836	-6.805019	0.0137411	UBC2	ubiquitin-conjugating enzyme E2 A
262784_at	0.9673	0.90833403	-0.121679	-6.805042	-0.030331	SEX1	alpha-glucan water dikinase 1
258377_at	0.9674	0.90849457	-0.121465	-6.805074	-0.0217936	CNGC19	cyclic nucleotide gated channel 19
266268_at	0.9675	0.90859084	-0.121336	-6.805092	-0.0243682	AT2G29510	hypothetical protein
254947_at	0.9675	0.90869219	0.121201	-6.805112	0.0201516	AT4G10990	pseudo
259712_at	0.9676	0.90883035	-0.121016	-6.805139	-0.0163014	PBC2	20S proteasome beta subunit C2
250470_at	0.9676	0.90887183	-0.120961	-6.805147	-0.0145399	AT5G10160	putative 3-hydroxyacyl-[acyl-carrier-protein] dehydratase
255898_at	0.9676	0.90888507	0.120943	-6.805149	0.0170083	AT1G17930	protein MAINTENANCE OF MERISTEMS
266889_at	0.9677	0.90901611	-0.120768	-6.805175	-0.0283423	AT2G44640	hypothetical protein
246418_at	0.9677	0.90920274	0.120519	-6.805211	0.0209015	AT5G16960	zinc-binding dehydrogenase family protein
262500_at	0.9677	0.90921521	-0.120502	-6.805213	-0.0196231	FBP7	F-box protein 7
259059_at	0.9677	0.90931889	0.120364	-6.805233	0.0158409	AT3G07300	NagB/RpiA/CoA transferase-like superfamily protein
253642_at	0.9677	0.90934058	0.120335	-6.805238	0.0153932	AT4G29960	hypothetical protein
255052_at	0.9677	0.90935407	-0.120317	-6.80524	-0.0302167	RABG3A	RAB GTPase homolog G3A
264786_at	0.9677	0.90940233	0.120253	-6.805249	0.0146638	AT2G17920	nucleic acid binding / zinc ion binding protein
265376_at	0.9677	0.90943949	-0.120203	-6.805257	-0.0150305	AT2G05810	armadillo/beta-catenin-like repeats-containing protein
265390_at	0.9677	0.90946105	0.120174	-6.805261	0.0276512	AT2G20820	hypothetical protein
248902_at	0.9677	0.90946376	0.12017	-6.805261	0.0176655	AT5G46440	hypothetical protein
263588_s_at	0.9677	0.90949887	0.120124	-6.805268	0.0160109	AT2G25330///AT2G25320	TRAF-like family protein///TRAF-like protein
254358_at	0.9677	0.90950278	-0.120118	-6.805269	-0.0150489	AT4G22310	hypothetical protein
260576_at	0.9677	0.90951997	-0.120095	-6.805272	-0.016176	AT2G47310	flowering time control protein-like protein
258770_at	0.9677	0.90954059	0.120068	-6.805276	0.0162449	AT3G10820	probable mediator of RNA polymerase II transcription subunit 26a
266214_at	0.9677	0.90964375	-0.11993	-6.805296	-0.0139486	AT2G06890	pseudo
262690_at	0.968	0.91001422	0.119436	-6.805367	0.0154623	AT1G62720	pentatricopeptide repeat-containing protein
260953_at	0.968	0.91009948	-0.119322	-6.805383	-0.0163098	AT1G06070	putative basic-leucine zipper transcription factor bZIP69
257259_at	0.968	0.91011278	-0.119304	-6.805386	-0.0137664	AT3G22090	hypothetical protein
246641_s_at	0.968	0.91011664	0.119299	-6.805387	0.0173279	AT5G34908///AT5G34885///AT5G34883	ECA1 gametogenesis related family protein///hypothetical protein///hypothetical protein
253774_at	0.968	0.91013222	0.119278	-6.80539	0.0150918	NAC074	NAC domain containing protein 74
252554_s_at	0.9681	0.91024279	-0.11913	-6.805411	-0.0138759	MEE39///AT3G45920	putative LRR receptor-like serine/threonine-protein kinase MEE39///protein kinase family protein
261049_at	0.9681	0.91031003	0.119041	-6.805424	0.022385	TBL25	protein trichome birefringence-like 25
259848_at	0.9681	0.91037463	0.118954	-6.805436	0.0393484	AT1G72180	leucine-rich receptor-like protein kinase
252901_at	0.9681	0.91040568	0.118913	-6.805442	0.0148566	AT4G39550	F-box/kelch-repeat protein
245274_at	0.9681	0.91044679	-0.118858	-6.80545	-0.0187323	AT4G14360	putative methyltransferase PMT3
261044_at	0.9681	0.91049816	0.11879	-6.80546	0.0133988	CNX3	cyclic pyranopterin monophosphate synthase accessory protein
245745_at	0.9681	0.91050082	-0.118786	-6.80546	-0.024152	AT1G51110	putative plastid-lipid-associated protein 12
255139_s_at	0.9682	0.91062727	0.118617	-6.805484	0.0213928	AT4G08410///AT4G08400	Proline-rich extensin-like family protein///Proline-rich extensin-like family protein
245411_at	0.9682	0.91068355	0.118542	-6.805495	0.0151529	AT4G17240	hypothetical protein
258096_at	0.9682	0.91074565	0.118459	-6.805507	0.0172665	AT3G23650	protein kinase-like protein
257835_at	0.9682	0.9108017	-0.118384	-6.805517	-0.0483335	CYP82G1	cytochrome P450, family 82, subfamily G, polypeptide 1
251616_at	0.9683	0.91089284	0.118263	-6.805535	0.0149577	AT3G57990	hypothetical protein
266974_at	0.9685	0.91117409	-0.117887	-6.805588	-0.0150331	AT2G39370	Probable membrane-associated kinase regulator 4
265131_at	0.9685	0.91120402	-0.117847	-6.805593	-0.016881	JP630	putative polygalacturonase non-catalytic subunit JP630
247234_at	0.9685	0.91122551	-0.117819	-6.805597	-0.0140023	AT5G64980	hypothetical protein
263469_at	0.9685	0.91127988	0.117746	-6.805608	0.0182349	CHX21	cation/H(+) antiporter 21
265543_at	0.9686	0.9114055	-0.117579	-6.805631	-0.0169466	AT2G28270	cysteine/histidine-rich C1-like domain-containing protein
252206_at	0.9686	0.91144489	0.117526	-6.805639	0.0163433	CEN2	centrin2
265570_at	0.9688	0.91165841	-0.117241	-6.805679	-0.0136615	AT2G28310	hypothetical protein
262295_at	0.969	0.91193182	-0.116876	-6.80573	-0.0151003	ATU2AF35A	splicing factor U2af small subunit A
255757_at	0.969	0.91199163	-0.116796	-6.805742	-0.0134946	ROPGEF3	RHO guanyl-nucleotide exchange factor 3
265511_at	0.969	0.91200057	-0.116784	-6.805743	-0.0326854	AT2G05540	glycine-rich protein
258031_s_at	0.969	0.91201896	0.11676	-6.805747	0.0185724	AT3G27490///AT3G27480	cysteine/histidine-rich C1 domain-containing protein///cysteine/histidine-rich C1 domain-containing protein
245058_at	0.969	0.91209143	-0.116663	-6.80576	-0.0132985	AT2G39790	mitochondrial glycoprotein family protein
252259_at	0.969	0.91210355	0.116647	-6.805763	0.0135168	AT3G49460	hypothetical protein
245187_s_at	0.969	0.91216682	0.116563	-6.805774	0.0408854	AT1G67680///AT1G67650	SRP72 RNA-binding domain-containing protein///SRP72 RNA-binding domain protein
264204_at	0.969	0.91222651	-0.116483	-6.805785	-0.0279215	SUC2	sucrose transport protein SUC2
249179_at	0.969	0.91225143	0.11645	-6.80579	0.0160901	AT5G42955	hypothetical protein
263659_at	0.969	0.91227148	-0.116423	-6.805794	-0.0138212	AT1G04470	hypothetical protein
255777_at	0.969	0.91233322	0.11634	-6.805805	0.0142523	GR-RBP6	glycine-rich RNA-binding protein 6
250368_at	0.9691	0.91242408	-0.116219	-6.805822	-0.0162619	AT5G11280	hypothetical protein
247818_at	0.9691	0.9125254	-0.116084	-6.805841	-0.0262331	AT5G58370	P-loop containing nucleoside triphosphate hydrolases superfamily protein
247390_at	0.9691	0.91265604	0.11591	-6.805865	0.0157133	AT5G63520	hypothetical protein
261935_at	0.9691	0.91270738	0.115841	-6.805875	0.0184805	AT1G22610	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
265642_at	0.9691	0.91270978	0.115838	-6.805875	0.0132491	NLP1	N-carbamoylputrescine amidase
260035_at	0.9691	0.91275865	-0.115773	-6.805885	-0.0315136	AT1G68850	peroxidase 11
246369_at	0.9691	0.91277483	0.115751	-6.805888	0.0146044	AT1G51910	Protein kinase family protein
262362_at	0.9691	0.91280956	0.115705	-6.805894	0.0179406	AT1G72840	TIR-NBS-LRR class disease resistance protein
250991_at	0.9691	0.91281773	-0.115694	-6.805896	-0.0136342	MT2B	metallothionein 2B
250629_at	0.9691	0.91286873	-0.115626	-6.805905	-0.0131199	RBOHA	Respiratory burst oxidase-A
255633_at	0.9691	0.91287141	0.115622	-6.805905	0.0215084	AT4G00585	hypothetical protein
257328_s_at	0.9691	0.91295819	-0.115507	-6.805922	-0.0166267	ArthMp102	hypothetical protein
259847_at	0.9691	0.9129733	-0.115486	-6.805924	-0.0158046	AT1G72170	hypothetical protein
260130_s_at	0.9691	0.91305865	0.115373	-6.80594	0.0178802	BGLU22///BGLU21	beta-glucosidase 22///beta-glucosidase 21
249406_at	0.9692	0.91322551	-0.11515	-6.805971	-0.0171615	AT5G40210	nodulin MtN21 /EamA-like transporter family protein
255594_at	0.9692	0.91324009	-0.11513	-6.805974	-0.030432	ABC1	ABC transporter 1
249996_at	0.9693	0.91337853	0.114946	-6.805999	0.0247281	AT5G18600	monothiol glutaredoxin-S2
251688_at	0.9693	0.9134342	-0.114872	-6.806009	-0.0236117	AT3G56480	myosin heavy chain-like protein
249836_at	0.9693	0.91346977	0.114824	-6.806016	0.0397742	HMGB6	high-mobility group B6 protein
259363_at	0.9693	0.91347793	-0.114813	-6.806017	-0.0132696	MAP1C	methionine aminopeptidase 1B
248888_at	0.9693	0.91355048	0.114716	-6.806031	0.0443859	KAT1	potassium channel KAT1
245204_at	0.9693	0.91355463	-0.114711	-6.806032	-0.024449	AT5G12270	oxidoreductase, 2OG-Fe(II) oxygenase family protein
259908_at	0.9693	0.91357951	-0.114678	-6.806036	-0.0377963	ATRPAC42	DNA-directed RNA polymerase subunit AAC42
259508_at	0.9693	0.91362717	0.114614	-6.806045	0.0144199	AT1G43920	pseudo
248772_at	0.9693	0.9137061	-0.114509	-6.806059	-0.0265711	AT5G47800	phototropic-responsive NPH3 family protein
253205_at	0.9693	0.91371164	0.114501	-6.80606	0.0232629	CAP1	cyclase associated protein 1
261497_x_at	0.9695	0.91397919	0.114144	-6.806109	0.0161799	AGL59	protein agamous-like 59
257747_at	0.9695	0.91401545	0.114096	-6.806116	0.0145375	AT3G18700	hypothetical protein
254717_at	0.9695	0.91402476	-0.114084	-6.806118	-0.0141979	HTA4	histone H2A 4
264610_at	0.9695	0.91406574	-0.114029	-6.806125	-0.0167251	AT1G04645	self-incompatibility protein S1-like protein
247447_at	0.9695	0.91415922	-0.113904	-6.806142	-0.0227045	AT5G62730	probable peptide/nitrate transporter
254894_at	0.9695	0.91419306	0.113859	-6.806149	0.0397713	PLDGAMMA3	phospholipase D gamma 3
252996_s_at	0.9695	0.91424666	0.113788	-6.806158	0.0177848	GGR	geranylgeranyl reductase
249261_at	0.9695	0.91426553	-0.113762	-6.806162	-0.0161923	AT5G41710	pseudo
264559_at	0.9695	0.9142921	-0.113727	-6.806167	-0.0201252	AT1G09610	hypothetical protein
254401_at	0.9695	0.9143268	0.113681	-6.806173	0.0154215	AT4G21300	pentatricopeptide repeat-containing protein
263842_at	0.9695	0.91438421	-0.113604	-6.806183	-0.0280343	AT2G36835	hypothetical protein
265975_at	0.9695	0.91439754	-0.113586	-6.806186	-0.013655	AT2G11270	citrate synthase-related protein
259904_at	0.9695	0.91442954	0.113544	-6.806192	0.017925	AT1G74150	kelch motif-containing protein
258427_at	0.9695	0.9144565	-0.113508	-6.806197	-0.0161649	AT3G16600	SNF2 and helicase domain-containing protein
255695_at	0.9695	0.91452158	-0.113421	-6.806208	-0.0202243	UNE11	unfertilized embryo sac 11 protein
261414_at	0.9695	0.91461886	0.113291	-6.806226	0.0232189	AT1G07795	hypothetical protein
266409_at	0.9696	0.91474737	-0.11312	-6.806249	-0.0220049	AT2G38510	MATE efflux family protein
246498_at	0.9697	0.91482702	-0.113014	-6.806264	-0.0321702	AT5G16230	acyl-[acyl-carrier-protein] desaturase
266694_at	0.9698	0.91497405	-0.112817	-6.80629	-0.0133812	AT2G19790	SNARE-like superfamily protein
258898_at	0.9698	0.9150255	0.112749	-6.8063	0.019782	RECQI1	ATP-dependent DNA helicase Q-like 1
254744_at	0.9699	0.91514934	0.112584	-6.806322	0.0134658	MEE55	protein MATERNAL EFFECT EMBRYO ARREST 55
265907_at	0.9699	0.91517548	0.112549	-6.806327	0.0257892	AT2G25650	DNA-binding storekeeper protein-related transcriptional regulator
AFFX-r2-Bs-phe-M_at	0.9699	0.91527724	-0.112413	-6.806345	-0.0281234		
250871_at	0.9699	0.91530441	0.112377	-6.80635	0.0160323	AT5G03930	hypothetical protein
258611_at	0.9699	0.91538171	-0.112274	-6.806364	-0.0127701	AT3G02860	zinc finger protein
261352_at	0.9699	0.91540464	-0.112243	-6.806368	-0.024162	RAD23B	ubiquitin receptor RAD23b
255693_s_at	0.9699	0.91544537	-0.112189	-6.806375	-0.0168914	BRCA2B///BRCA2(IV)	protein BRCA2-like B///breast cancer protein 2 like 2A
259086_at	0.9699	0.91545371	0.112178	-6.806377	0.0144599	AT3G04990	hypothetical protein
245330_at	0.9699	0.915504	-0.112111	-6.806386	-0.0195126	AT4G14930	survival protein SurE-like phosphatase/nucleotidase
265817_at	0.9699	0.91562631	0.111948	-6.806408	0.0200509	HIS1-3	histone H1-3
248371_at	0.9699	0.91568722	0.111866	-6.806419	0.0163298	GA20OX2	gibberellin 20 oxidase 2
267223_at	0.9699	0.91573191	0.111807	-6.806427	0.0159942	ITPK4	inositol-tetrakisphosphate 1-kinase 4
247337_at	0.9699	0.91576999	-0.111756	-6.806434	-0.0131785	PDF2.5	defensin-like protein 6
253077_at	0.9699	0.91577979	0.111743	-6.806435	0.0143004	AT4G36170	hypothetical protein
244955_at	0.9699	0.9157826	0.111739	-6.806436	0.0151101	ArthMp030	hypothetical protein
245280_at	0.9699	0.91589119	-0.111594	-6.806455	-0.0142466	VRN2	polycomb group protein VERNALIZATION 2
260574_at	0.9699	0.91589233	0.111593	-6.806456	0.0203512	AT2G47300	ribonucleases P/MRP protein subunit POP1-like
267638_at	0.97	0.91596008	-0.111502	-6.806468	-0.0150755	OEP16-3	outer envelope pore protein 16-3
248254_at	0.97	0.91611931	-0.11129	-6.806496	-0.0135567	AT5G53320	putative inactive receptor kinase
249461_at	0.97	0.91621527	-0.111162	-6.806513	-0.0126623	AT5G39640	putative endonuclease or glycosyl hydrolase
247449_at	0.97	0.91623759	0.111132	-6.806517	0.0148422	AT5G62290	chloride conductance regulatory protein ICln
257439_at	0.97	0.91623991	-0.111129	-6.806518	-0.0143135	AT2G17000	mechanosensitive ion channel protein 7
261401_at	0.97	0.91627049	0.111089	-6.806523	0.0174653	AT1G79640	putative serine/threonine protein kinase
256034_at	0.97	0.91629279	-0.111059	-6.806527	-0.0171402	AT1G07080	GILT domain-containing protein
251929_at	0.97	0.91633735	-0.110999	-6.806535	-0.0178399	SIGC	RNA polymerase sigma-subunit C
264174_s_at	0.97	0.91634634	0.110987	-6.806536	0.014151	NAC004	NAC domain-containing protein 4
252932_at	0.9701	0.91647012	0.110822	-6.806558	0.0127313	VHA-A3	vacuolar proton ATPase A3
250779_at	0.9701	0.9164891	-0.110797	-6.806562	-0.0430458	EIF2 ALPHA	translation initiation factor eIF-2 alpha subunit
264764_at	0.9702	0.91665374	-0.110578	-6.806591	-0.0125781	AT1G61440	G-type lectin S-receptor-like serine/threonine-protein kinase
257303_at	0.9702	0.9167108	-0.110501	-6.806601	-0.0166332	AT3G30230	myosin heavy chain-like protein
250995_at	0.9702	0.91671556	0.110495	-6.806602	0.0192009	HSC70-1	heat shock cognate protein 70-1
266269_at	0.9702	0.9168055	0.110375	-6.806618	0.013495	GSTU2	glutathione S-transferase tau 2
251620_at	0.9703	0.91688672	-0.110267	-6.806632	-0.0142521	AT3G58060	putative metal tolerance protein C3
248109_at	0.9703	0.91693746	-0.110199	-6.806641	-0.0228055	TOP1BETA	DNA topoisomerase 1 beta
250782_at	0.9703	0.91702623	-0.110081	-6.806657	-0.017052	SYN1	RAD21-like protein SYN1
264450_s_at	0.9703	0.91706847	0.110025	-6.806664	0.0322739	SNL6///AT1G10250	paired amphipathic helix protein Sin3-like 6///hypothetical protein
250564_at	0.9703	0.91707234	-0.110019	-6.806665	-0.0156313	AT5G08060	hypothetical protein
261061_at	0.9703	0.91713661	-0.109934	-6.806676	-0.0159402	TRFL2	putative telomere repeat-binding protein TRFL2
246715_at	0.9703	0.9171951	0.109856	-6.806687	0.0170681	AT5G28230	pseudo
248512_at	0.9704	0.91732438	0.109683	-6.806709	0.0303276	AT5G50460///AT4G24920	protein transport protein sec61 subunit gamma-2///transport protein sec61 subunit gamma-1
267118_at	0.9706	0.91753301	0.109405	-6.806746	0.0189885	AT2G32590	condensin complex subunit 2
266871_at	0.9707	0.91768355	-0.109205	-6.806772	-0.0141513	AT2G44710	RNA recognition motif-containing protein
248731_at	0.9707	0.91769105	0.109195	-6.806774	0.0125294	AT5G48060	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
263803_at	0.9707	0.91774869	-0.109118	-6.806784	-0.0126076	AT2G40440	BTB/POZ domain-containing protein
248750_at	0.9707	0.91776749	0.109093	-6.806787	0.0174374	AT5G47530	putative auxin-responsive protein
254776_at	0.9708	0.91792779	-0.108879	-6.806815	-0.0158155	AT4G13360	ATP-dependent caseinolytic (Clp) protease/crotonase family protein
256353_at	0.9708	0.91794777	0.108852	-6.806819	0.0157076	AT1G55000	F-box protein with LysM domain
259301_at	0.9709	0.91811069	-0.108635	-6.806847	-0.0169643	AT3G05110	hypothetical protein
265056_at	0.9709	0.91815826	-0.108572	-6.806855	-0.0262389	AT1G51980	putative mitochondrial-processing peptidase subunit alpha-1
253589_at	0.9709	0.91822179	0.108487	-6.806866	0.0261906	AT4G30825	pentatricopeptide repeat-containing protein
265914_at	0.9709	0.91823309	-0.108472	-6.806868	-0.0135831	AT2G15060	pseudo
258420_at	0.9709	0.91826404	0.108431	-6.806874	0.0124735	AT3G16680	DNA binding / DNA-directed RNA polymerase
258479_at	0.9709	0.91830101	-0.108382	-6.80688	-0.014143	TBL20	protein trichome birefringence-like 20
261333_at	0.9709	0.91839488	0.108256	-6.806896	0.0158209	PRP40A	pre-mRNA-processing protein 40A
